order_id,order_date,product_name,farmer_location,buyer_location,unit_price,quantity,total_price,payment_method,delivery_days,order_status,has_complaint,complaint_escalated
46164,2025-04-10,Rice,Zamboanga,Davao,47.55,49,2329.95,COD,9,Rejected,0,0
46165,2025-01-01,Garlic,Batangas,Surigao del Sur,132.97,33,4388.01,Online,9,Approved,1,1
46166,2026-04-28,Tomato,Agusan del Sur,Iloilo,83.64,62,5185.68,COD,12,Approved,0,0
46167,2026-02-19,Carrot,Agusan del Sur,Surigao del Sur,80.08,38,3043.04,COD,14,Approved,0,0
46168,2025-11-28,Onion,Baguio,Surigao del Norte,139.83,75,10487.25,COD,7,Cancelled,0,0
46169,2025-04-03,Tomato,Agusan del Sur,Batangas,76.54,11,841.94,COD,11,Approved,1,1
46170,2025-09-09,Mango,Butuan,Agusan del Sur,185.53,35,6493.55,Online,1,Rejected,0,0
46171,2025-05-05,Carrot,Surigao del Sur,Cagayan de Oro,83.36,33,2750.88,COD,7,Approved,0,0
46172,2025-09-29,Banana,Dinagat Islands,Baguio,63.1,69,4353.9,Bank Transfer,6,Approved,0,0
46173,2025-04-19,Onion,Batangas,Iloilo,155.48,14,2176.72,Online,8,Approved,1,0
46174,2025-07-28,Corn,Baguio,Pampanga,42.68,41,1749.88,Online,6,Approved,0,0
46175,2026-04-28,Corn,Zamboanga,Manila,37.41,57,2132.37,COD,4,Approved,0,0
46176,2025-09-08,Garlic,Zamboanga,General Santos,130.2,60,7812.0,COD,4,Approved,0,0
46177,2026-03-03,Mango,Cebu,General Santos,92.54,48,4441.92,COD,6,Rejected,0,0
46178,2026-02-06,Mango,Zamboanga,Batangas,179.37,23,4125.51,Online,8,Rejected,0,0
46179,2025-05-18,Carrot,Cebu,Dinagat Islands,86.28,59,5090.52,Online,11,Approved,0,0
46180,2026-01-31,Banana,Surigao del Sur,Cebu,64.49,68,4385.32,Online,2,Approved,0,0
46181,2025-06-29,Carrot,Butuan,Butuan,82.31,82,6749.42,COD,1,Approved,0,0
46182,2025-01-06,Rice,Surigao del Norte,Davao,47.02,52,2445.04,COD,2,Approved,0,0
46183,2026-04-20,Mango,Davao,General Santos,89.81,154,13830.74,Bank Transfer,5,Approved,0,0
46184,2025-05-26,Tomato,Baguio,Dinagat Islands,83.63,18,1505.34,COD,3,Approved,0,0
46185,2026-02-22,Mango,Manila,Zamboanga,173.31,13,2253.03,COD,6,Approved,0,0
46186,2025-11-22,Mango,Manila,Batangas,169.35,20,3387.0,Online,6,Approved,0,0
46187,2025-12-28,Rice,Batangas,Agusan del Sur,46.43,98,4550.14,COD,3,Approved,0,0
46188,2025-06-06,Banana,Dinagat Islands,Davao,58.58,69,4042.02,COD,12,Approved,0,0
46189,2026-03-24,Mango,Pampanga,Pampanga,102.58,76,7796.08,COD,1,Approved,0,0
46190,2026-04-17,Garlic,Agusan del Norte,Surigao del Sur,121.37,67,8131.79,COD,7,Approved,0,0
46191,2025-04-15,Mango,Cebu,Zamboanga,98.55,192,18921.6,COD,11,Cancelled,0,0
46192,2025-01-07,Onion,Iloilo,Davao,141.39,28,3958.92,Online,4,Approved,0,0
46193,2025-07-10,Garlic,General Santos,Butuan,126.4,33,4171.2,COD,3,Rejected,0,0
46194,2025-07-21,Carrot,Dinagat Islands,Iloilo,85.22,71,6050.62,COD,7,Approved,0,0
46195,2025-05-20,Banana,Butuan,Baguio,55.97,52,2910.44,COD,1,Approved,0,0
46196,2026-02-09,Banana,General Santos,Davao,63.3,10,633.0,COD,14,Approved,1,1
46197,2025-08-23,Garlic,Baguio,Surigao del Norte,138.18,80,11054.4,COD,8,Cancelled,0,0
46198,2025-04-03,Garlic,Zamboanga,Cagayan de Oro,117.8,61,7185.8,COD,3,Approved,0,0
46199,2025-09-22,Rice,Davao,Davao,53.19,31,1648.89,Bank Transfer,1,Approved,0,0
46200,2025-09-25,Garlic,Butuan,Surigao del Sur,117.46,70,8222.2,COD,10,Approved,0,0
46201,2026-04-21,Rice,Baguio,Agusan del Sur,48.26,99,4777.74,COD,2,Approved,0,0
46202,2025-11-23,Onion,Agusan del Sur,Cagayan de Oro,161.5,33,5329.5,Online,10,Approved,1,1
46203,2026-04-28,Mango,Manila,Cagayan de Oro,101.35,37,3749.95,Bank Transfer,6,Approved,0,0
46204,2026-04-03,Corn,Agusan del Sur,General Santos,41.43,78,3231.54,COD,13,Approved,1,0
46205,2025-02-12,Onion,Davao,Iloilo,135.06,67,9049.02,COD,2,Rejected,0,0
46206,2026-04-09,Garlic,Agusan del Sur,Davao,139.57,12,1674.84,Online,8,Approved,0,0
46207,2026-03-11,Banana,Batangas,Surigao del Sur,63.15,41,2589.15,COD,10,Approved,1,0
46208,2025-06-11,Corn,Cebu,Baguio,39.8,87,3462.6,Online,7,Approved,0,0
46209,2025-12-24,Banana,Butuan,Baguio,58.19,76,4422.44,COD,1,Approved,0,0
46210,2026-01-18,Carrot,Iloilo,Pampanga,83.35,91,7584.85,Bank Transfer,4,Rejected,0,0
46211,2025-12-14,Onion,Agusan del Sur,Zamboanga,139.94,58,8116.52,COD,6,Approved,0,0
46212,2025-11-08,Banana,Batangas,Butuan,60.62,41,2485.42,COD,4,Approved,0,0
46213,2026-01-07,Corn,Pampanga,Surigao del Sur,36.34,75,2725.5,Bank Transfer,4,Approved,0,0
46214,2025-11-13,Onion,Manila,Davao,140.51,28,3934.28,Online,4,Approved,0,0
46215,2025-01-05,Carrot,Manila,Manila,72.7,91,6615.7,COD,3,Approved,0,0
46216,2025-03-27,Onion,Surigao del Norte,Agusan del Norte,155.46,61,9483.06,COD,9,Approved,1,1
46217,2025-04-16,Onion,Surigao del Norte,Manila,140.46,20,2809.2,Online,2,Approved,0,0
46218,2025-07-28,Cabbage,Pampanga,Iloilo,75.75,67,5075.25,COD,1,Approved,0,0
46219,2025-12-04,Mango,Baguio,Surigao del Sur,171.63,45,7723.35,Online,7,Approved,0,0
46220,2025-12-10,Onion,Zamboanga,Surigao del Norte,159.04,46,7315.84,Online,13,Approved,1,1
46221,2025-06-10,Tomato,Zamboanga,Surigao del Sur,76.06,24,1825.44,COD,10,Rejected,0,0
46222,2025-02-08,Onion,Butuan,Butuan,144.21,16,2307.36,COD,2,Approved,0,0
46223,2025-11-09,Mango,Manila,Surigao del Sur,191.65,24,4599.6,Online,3,Approved,0,0
46224,2025-09-20,Banana,Zamboanga,Agusan del Sur,56.87,18,1023.66,Online,9,Approved,0,0
46225,2025-11-15,Banana,General Santos,General Santos,57.81,87,5029.47,COD,3,Approved,0,0
46226,2025-08-15,Onion,Agusan del Norte,Pampanga,138.12,28,3867.36,Online,11,Approved,0,0
46227,2026-03-22,Banana,Baguio,General Santos,64.51,30,1935.3,Online,4,Approved,0,0
46228,2025-04-26,Onion,Davao,Agusan del Norte,143.96,22,3167.12,Online,7,Approved,0,0
46229,2025-05-10,Tomato,Iloilo,Iloilo,80.28,66,5298.48,Bank Transfer,3,Approved,0,0
46230,2025-06-08,Onion,Baguio,Cagayan de Oro,137.72,82,11293.04,COD,3,Cancelled,0,0
46231,2026-01-22,Corn,Agusan del Sur,Butuan,41.5,54,2241.0,Online,10,Approved,1,0
46232,2025-07-08,Corn,General Santos,Manila,42.47,21,891.87,COD,1,Approved,0,0
46233,2026-01-29,Cabbage,Iloilo,Agusan del Sur,66.14,18,1190.52,Online,9,Approved,0,0
46234,2025-02-27,Tomato,Agusan del Norte,Iloilo,86.51,33,2854.83,Online,4,Approved,0,0
46235,2026-02-05,Corn,Manila,Butuan,36.63,56,2051.28,COD,7,Approved,0,0
46236,2025-03-18,Carrot,Surigao del Sur,Cebu,84.88,63,5347.44,Online,11,Rejected,0,0
46237,2025-01-31,Garlic,Iloilo,Cebu,122.54,51,6249.54,Online,4,Approved,1,1
46238,2026-03-12,Corn,Surigao del Norte,Butuan,39.23,85,3334.55,Online,12,Approved,1,0
46239,2026-02-09,Mango,General Santos,Cebu,166.31,14,2328.34,COD,10,Approved,0,0
46240,2025-12-26,Corn,Davao,Pampanga,42.73,63,2691.99,COD,10,Approved,1,0
46241,2025-01-02,Banana,Iloilo,Batangas,58.27,57,3321.39,COD,1,Approved,0,0
46242,2025-08-21,Garlic,Pampanga,Surigao del Norte,128.91,64,8250.24,COD,1,Rejected,0,0
46243,2025-04-24,Cabbage,Butuan,Cebu,76.37,81,6185.97,Bank Transfer,7,Approved,0,0
46244,2026-03-11,Mango,Baguio,Surigao del Norte,88.29,119,10506.51,COD,14,Approved,0,0
46245,2025-02-13,Mango,Surigao del Sur,Cagayan de Oro,194.93,14,2729.02,Online,7,Approved,0,0
46246,2025-01-07,Mango,Manila,Agusan del Norte,180.07,8,1440.56,COD,11,Approved,1,1
46247,2026-04-16,Carrot,Agusan del Norte,Butuan,77.51,36,2790.36,COD,6,Approved,0,0
46248,2025-09-29,Mango,Agusan del Sur,Surigao del Sur,169.84,30,5095.2,COD,2,Approved,0,0
46249,2026-02-11,Onion,Manila,Pampanga,138.08,54,7456.32,Online,1,Rejected,0,0
46250,2025-10-14,Tomato,Pampanga,Agusan del Sur,82.79,92,7616.68,Bank Transfer,11,Approved,0,0
46251,2025-12-27,Corn,Butuan,Butuan,38.9,13,505.7,COD,2,Approved,0,0
46252,2026-01-15,Rice,Agusan del Norte,Pampanga,50.54,51,2577.54,Online,5,Approved,0,0
46253,2026-01-16,Tomato,Surigao del Sur,Baguio,87.23,78,6803.94,COD,14,Approved,1,1
46254,2025-07-07,Carrot,Pampanga,Iloilo,83.19,92,7653.48,Online,12,Approved,1,1
46255,2025-10-10,Onion,Agusan del Norte,Cebu,159.47,68,10843.96,COD,3,Cancelled,0,0
46256,2025-04-30,Onion,Surigao del Sur,Davao,135.66,83,11259.78,COD,9,Cancelled,0,0
46257,2025-09-11,Mango,Agusan del Sur,Agusan del Norte,194.22,49,9516.78,COD,8,Approved,0,0
46258,2025-10-22,Corn,Cebu,Surigao del Norte,36.91,75,2768.25,Online,10,Approved,0,0
46259,2026-02-16,Tomato,Pampanga,Cebu,84.94,23,1953.62,COD,9,Approved,0,0
46260,2026-03-22,Cabbage,Zamboanga,Dinagat Islands,69.63,100,6963.0,Online,9,Approved,1,0
46261,2025-09-18,Mango,Manila,Manila,175.11,46,8055.06,COD,1,Approved,0,0
46262,2025-08-28,Carrot,Dinagat Islands,Surigao del Norte,75.05,81,6079.05,Online,11,Rejected,0,0
46263,2026-01-14,Banana,Cagayan de Oro,Surigao del Norte,61.27,12,735.24,COD,10,Approved,1,1
46264,2026-02-06,Onion,Butuan,Dinagat Islands,140.34,70,9823.8,Online,6,Approved,0,0
46265,2025-09-08,Mango,Dinagat Islands,Butuan,197.3,27,5327.1,COD,13,Approved,0,0
46266,2025-08-19,Onion,Manila,Batangas,143.64,27,3878.28,Online,10,Approved,0,0
46267,2026-03-02,Mango,Agusan del Norte,Manila,91.11,107,9748.77,COD,6,Approved,0,0
46268,2025-10-14,Tomato,Iloilo,Surigao del Norte,87.57,48,4203.36,COD,14,Approved,0,0
46269,2025-07-05,Carrot,Agusan del Sur,Cagayan de Oro,85.2,36,3067.2,Online,14,Approved,0,0
46270,2025-10-28,Onion,Agusan del Sur,Surigao del Sur,143.54,41,5885.14,COD,9,Approved,1,1
46271,2025-10-05,Cabbage,Davao,Agusan del Sur,72.17,87,6278.79,COD,14,Approved,1,1
46272,2025-12-27,Tomato,Manila,Batangas,78.38,48,3762.24,Online,7,Approved,0,0
46273,2026-04-07,Cabbage,Batangas,Baguio,64.6,72,4651.2,Bank Transfer,4,Approved,0,0
46274,2025-08-24,Tomato,Surigao del Norte,Pampanga,86.96,37,3217.52,COD,5,Approved,0,0
46275,2025-07-29,Carrot,Zamboanga,Agusan del Sur,87.58,84,7356.72,Online,3,Approved,1,1
46276,2025-04-04,Banana,Surigao del Norte,Cagayan de Oro,55.29,71,3925.59,Bank Transfer,3,Approved,0,0
46277,2025-06-19,Banana,Agusan del Norte,Butuan,59.03,80,4722.4,COD,7,Approved,0,0
46278,2025-09-02,Carrot,General Santos,Manila,84.66,39,3301.74,Online,2,Approved,0,0
46279,2025-07-30,Onion,Surigao del Norte,Manila,138.27,48,6636.96,COD,8,Approved,0,0
46280,2026-04-20,Carrot,Surigao del Sur,Iloilo,86.83,85,7380.55,Online,13,Approved,1,1
46281,2026-01-12,Cabbage,Batangas,General Santos,69.12,62,4285.44,COD,8,Approved,0,0
46282,2026-01-14,Tomato,Davao,Cebu,75.23,92,6921.16,Bank Transfer,9,Approved,0,0
46283,2025-08-03,Onion,Surigao del Norte,Cagayan de Oro,160.4,57,9142.8,Online,10,Approved,0,0
46284,2026-01-21,Cabbage,Davao,Davao,69.7,17,1184.9,Online,2,Approved,0,0
46285,2026-04-01,Tomato,Cagayan de Oro,Manila,74.33,20,1486.6,Online,4,Rejected,0,0
46286,2025-08-23,Mango,Manila,Agusan del Norte,184.2,45,8289.0,COD,6,Approved,0,0
46287,2026-02-01,Corn,Pampanga,Butuan,42.25,56,2366.0,COD,14,Rejected,0,0
46288,2025-08-08,Banana,Surigao del Sur,Iloilo,54.45,91,4954.95,COD,4,Rejected,0,0
46289,2025-11-03,Mango,General Santos,Agusan del Sur,179.19,21,3762.99,COD,11,Approved,0,0
46290,2025-12-02,Rice,Manila,Cagayan de Oro,49.87,97,4837.39,COD,10,Approved,1,1
46291,2025-06-16,Banana,Manila,Cebu,63.84,66,4213.44,Bank Transfer,5,Approved,0,0
46292,2025-12-05,Rice,Baguio,General Santos,51.74,27,1396.98,COD,9,Rejected,0,0
46293,2025-02-24,Onion,Pampanga,Dinagat Islands,164.3,96,15772.8,COD,2,Cancelled,0,0
46294,2026-01-21,Onion,Dinagat Islands,Surigao del Sur,139.2,88,12249.6,Bank Transfer,10,Rejected,0,0
46295,2025-09-07,Corn,Surigao del Norte,General Santos,39.17,21,822.57,COD,9,Approved,0,0
46296,2025-10-19,Onion,Iloilo,Cagayan de Oro,157.18,41,6444.38,Online,11,Approved,0,0
46297,2025-11-16,Rice,Baguio,Manila,47.74,86,4105.64,COD,10,Approved,0,0
46298,2026-04-13,Cabbage,Butuan,Agusan del Sur,73.82,94,6939.08,COD,2,Approved,0,0
46299,2025-06-20,Corn,Zamboanga,Pampanga,36.59,21,768.39,COD,5,Approved,0,0
46300,2025-09-14,Mango,Cebu,Batangas,181.62,19,3450.78,COD,8,Approved,0,0
46301,2025-04-05,Onion,Agusan del Sur,Butuan,138.27,39,5392.53,COD,6,Approved,0,0
46302,2025-08-10,Mango,Manila,Baguio,189.2,5,946.0,COD,1,Approved,0,0
46303,2025-10-03,Mango,Agusan del Sur,General Santos,192.54,25,4813.5,Online,10,Approved,1,0
46304,2025-12-30,Corn,Zamboanga,Cagayan de Oro,39.16,35,1370.6,Online,8,Rejected,0,0
46305,2025-07-22,Corn,General Santos,Agusan del Norte,41.61,40,1664.4,Bank Transfer,9,Approved,1,0
46306,2025-08-30,Carrot,Pampanga,Butuan,78.77,68,5356.36,COD,7,Rejected,0,0
46307,2026-02-08,Corn,Butuan,Zamboanga,39.72,67,2661.24,Bank Transfer,13,Approved,1,0
46308,2025-11-08,Tomato,Agusan del Sur,Cagayan de Oro,78.14,17,1328.38,COD,5,Rejected,0,0
46309,2025-04-27,Carrot,Agusan del Sur,Cagayan de Oro,82.33,73,6010.09,COD,12,Approved,1,1
46310,2025-01-03,Rice,Batangas,Manila,46.66,87,4059.42,Online,1,Approved,0,0
46311,2025-03-15,Banana,Batangas,Agusan del Sur,54.81,34,1863.54,COD,8,Approved,0,0
46312,2025-06-20,Cabbage,Davao,Surigao del Sur,76.58,89,6815.62,COD,13,Approved,1,1
46313,2025-09-16,Tomato,Surigao del Norte,Cagayan de Oro,73.41,29,2128.89,COD,11,Approved,1,0
46314,2025-09-07,Banana,Baguio,Agusan del Norte,54.67,52,2842.84,COD,3,Approved,0,0
46315,2025-03-06,Corn,Cagayan de Oro,Manila,38.54,90,3468.6,COD,14,Approved,1,1
46316,2025-10-04,Onion,Baguio,Cebu,146.17,76,11108.92,Online,6,Approved,0,0
46317,2025-04-19,Rice,Manila,Iloilo,51.31,87,4463.97,COD,6,Approved,0,0
46318,2025-09-03,Garlic,Surigao del Norte,Butuan,139.16,23,3200.68,COD,2,Approved,0,0
46319,2026-03-11,Rice,Cagayan de Oro,Agusan del Norte,47.13,41,1932.33,COD,12,Approved,1,0
46320,2026-02-14,Garlic,Manila,Surigao del Sur,122.28,55,6725.4,Online,3,Rejected,0,0
46321,2025-02-05,Mango,Baguio,Zamboanga,178.76,42,7507.92,COD,3,Approved,0,0
46322,2025-04-11,Tomato,Zamboanga,Zamboanga,85.36,61,5206.96,COD,2,Approved,1,1
46323,2025-05-30,Tomato,Batangas,Butuan,74.96,72,5397.12,Online,8,Approved,1,1
46324,2026-03-01,Tomato,Zamboanga,Agusan del Sur,78.03,64,4993.92,COD,2,Approved,0,0
46325,2025-08-24,Corn,Davao,Surigao del Norte,39.89,56,2233.84,Online,2,Approved,0,0
46326,2025-08-19,Banana,Batangas,Surigao del Norte,57.22,31,1773.82,COD,9,Rejected,0,0
46327,2025-09-19,Carrot,Butuan,General Santos,75.32,27,2033.64,COD,2,Approved,0,0
46328,2025-03-02,Garlic,Butuan,Surigao del Norte,127.05,41,5209.05,COD,4,Rejected,0,0
46329,2025-07-03,Tomato,Zamboanga,Dinagat Islands,76.14,72,5482.08,Online,3,Approved,0,0
46330,2026-04-27,Tomato,Butuan,Butuan,81.19,62,5033.78,COD,3,Approved,1,1
46331,2025-09-13,Carrot,Zamboanga,Butuan,75.41,51,3845.91,COD,10,Approved,1,0
46332,2026-02-08,Onion,Dinagat Islands,Iloilo,150.41,85,12784.85,COD,8,Cancelled,0,0
46333,2026-02-05,Garlic,Pampanga,Cagayan de Oro,120.04,47,5641.88,COD,3,Rejected,0,0
46334,2025-06-08,Garlic,Butuan,Baguio,134.67,17,2289.39,COD,7,Approved,0,0
46335,2025-10-29,Carrot,Pampanga,Davao,74.02,55,4071.1,COD,12,Approved,0,0
46336,2026-02-24,Onion,Zamboanga,Agusan del Norte,148.46,16,2375.36,COD,13,Rejected,0,0
46337,2026-02-23,Carrot,Cagayan de Oro,Surigao del Sur,77.37,86,6653.82,Online,13,Approved,0,0
46338,2025-07-18,Banana,Surigao del Sur,Batangas,61.74,92,5680.08,COD,1,Rejected,0,0
46339,2025-07-20,Onion,Pampanga,Pampanga,139.77,50,6988.5,Online,3,Approved,0,0
46340,2025-08-12,Rice,Baguio,General Santos,52.98,94,4980.12,Online,14,Rejected,0,0
46341,2025-12-29,Rice,Cagayan de Oro,Zamboanga,51.89,74,3839.86,Online,4,Approved,0,0
46342,2025-10-22,Rice,Cagayan de Oro,Manila,50.87,86,4374.82,Bank Transfer,8,Approved,1,0
46343,2025-02-02,Onion,Cagayan de Oro,Dinagat Islands,147.84,70,10348.8,COD,1,Cancelled,0,0
46344,2025-11-30,Onion,Surigao del Sur,Zamboanga,143.19,36,5154.84,COD,1,Approved,0,0
46345,2025-05-27,Onion,Cebu,Surigao del Sur,154.22,45,6939.9,COD,8,Approved,1,1
46346,2025-04-01,Corn,Baguio,Batangas,36.06,36,1298.16,COD,4,Approved,0,0
46347,2025-02-01,Onion,Baguio,Butuan,158.76,33,5239.08,COD,14,Approved,0,0
46348,2025-12-02,Tomato,Batangas,Davao,73.75,14,1032.5,Online,2,Approved,0,0
46349,2025-12-27,Mango,Manila,Cagayan de Oro,181.2,9,1630.8,Online,2,Approved,0,0
46350,2025-02-10,Banana,Agusan del Sur,Manila,62.25,35,2178.75,Online,3,Approved,0,0
46351,2025-10-25,Garlic,Iloilo,Dinagat Islands,142.81,73,10425.13,COD,7,Cancelled,0,0
46352,2025-03-12,Carrot,Batangas,Baguio,81.73,94,7682.62,Online,5,Approved,0,0
46353,2025-10-13,Mango,Manila,Iloilo,191.68,22,4216.96,COD,10,Approved,0,0
46354,2026-01-25,Carrot,Iloilo,Zamboanga,76.49,32,2447.68,Bank Transfer,1,Approved,0,0
46355,2025-05-03,Onion,Dinagat Islands,Butuan,137.82,54,7442.28,COD,8,Rejected,0,0
46356,2025-08-30,Mango,Cebu,Surigao del Sur,195.69,33,6457.77,Bank Transfer,10,Approved,0,0
46357,2025-01-16,Banana,General Santos,Surigao del Sur,56.06,44,2466.64,Online,5,Approved,0,0
46358,2025-02-16,Banana,Surigao del Sur,Agusan del Sur,61.01,60,3660.6,COD,10,Approved,1,0
46359,2026-04-12,Tomato,Butuan,Batangas,81.37,98,7974.26,Online,2,Approved,0,0
46360,2026-03-16,Onion,Batangas,Manila,153.12,59,9034.08,COD,14,Rejected,0,0
46361,2026-03-16,Rice,Batangas,Manila,53.96,100,5396.0,COD,3,Approved,0,0
46362,2025-01-13,Carrot,Agusan del Norte,Surigao del Sur,86.01,14,1204.14,Online,7,Approved,0,0
46363,2025-07-09,Mango,Iloilo,Cebu,178.17,41,7304.97,COD,8,Approved,1,1
46364,2025-08-05,Corn,Iloilo,Agusan del Norte,42.23,77,3251.71,COD,4,Rejected,0,0
46365,2025-05-26,Banana,Pampanga,Iloilo,59.03,15,885.45,Bank Transfer,14,Approved,0,0
46366,2025-06-28,Mango,Surigao del Norte,Zamboanga,192.38,23,4424.74,COD,7,Approved,0,0
46367,2025-04-25,Cabbage,Agusan del Sur,Cagayan de Oro,63.71,83,5287.93,Online,2,Approved,0,0
46368,2025-06-10,Carrot,Iloilo,Pampanga,84.1,22,1850.2,Bank Transfer,14,Approved,0,0
46369,2025-12-30,Garlic,Pampanga,Surigao del Sur,124.68,72,8976.96,Bank Transfer,14,Rejected,0,0
46370,2025-08-25,Banana,Dinagat Islands,Surigao del Sur,59.66,56,3340.96,COD,8,Rejected,0,0
46371,2025-06-24,Rice,Surigao del Sur,Davao,50.78,25,1269.5,COD,4,Approved,0,0
46372,2025-12-24,Corn,Davao,Agusan del Norte,38.38,69,2648.22,Bank Transfer,1,Approved,0,0
46373,2025-07-19,Tomato,Iloilo,Surigao del Sur,74.91,27,2022.57,Bank Transfer,10,Approved,0,0
46374,2025-07-05,Carrot,Baguio,Davao,59.63,80,4770.4,Bank Transfer,8,Rejected,0,0
46375,2025-05-17,Mango,Batangas,Agusan del Norte,98.8,182,17981.6,Online,8,Approved,1,1
46376,2025-04-17,Carrot,Cebu,Butuan,87.81,77,6761.37,Bank Transfer,4,Approved,0,0
46377,2025-02-02,Cabbage,Butuan,Butuan,70.57,19,1340.83,Online,1,Approved,0,0
46378,2026-02-21,Tomato,Iloilo,Iloilo,81.16,88,7142.08,COD,1,Approved,0,0
46379,2026-03-09,Rice,Pampanga,Pampanga,50.84,100,5084.0,Online,2,Approved,1,0
46380,2025-08-18,Banana,Davao,Batangas,59.24,98,5805.52,Online,11,Approved,1,1
46381,2025-09-30,Garlic,Manila,General Santos,132.26,29,3835.54,Online,11,Approved,1,0
46382,2025-05-05,Rice,Surigao del Norte,Pampanga,46.24,69,3190.56,COD,11,Approved,0,0
46383,2025-10-15,Rice,Agusan del Sur,Pampanga,49.44,18,889.92,Online,13,Approved,1,0
46384,2025-03-14,Tomato,Agusan del Sur,Butuan,81.7,52,4248.4,Online,2,Approved,0,0
46385,2025-02-15,Tomato,Dinagat Islands,Dinagat Islands,84.04,10,840.4,Online,1,Approved,0,0
46386,2025-05-31,Onion,Zamboanga,Baguio,154.39,18,2779.02,COD,4,Approved,0,0
46387,2025-04-21,Rice,Davao,Batangas,53.4,97,5179.8,COD,4,Approved,0,0
46388,2026-04-01,Mango,Surigao del Sur,Agusan del Norte,88.62,114,10102.68,Online,6,Approved,0,0
46389,2026-04-17,Carrot,Surigao del Norte,Dinagat Islands,86.88,52,4517.76,Online,9,Approved,0,0
46390,2025-08-03,Corn,Dinagat Islands,Agusan del Sur,36.63,75,2747.25,COD,13,Approved,0,0
46391,2025-01-29,Carrot,Manila,Zamboanga,76.84,23,1767.32,COD,4,Rejected,0,0
46392,2025-02-10,Rice,Zamboanga,Pampanga,45.33,81,3671.73,COD,14,Approved,0,0
46393,2025-12-27,Cabbage,Butuan,Agusan del Sur,65.49,61,3994.89,Online,14,Approved,1,0
46394,2026-03-15,Banana,Zamboanga,Dinagat Islands,63.96,14,895.44,COD,9,Approved,1,0
46395,2025-05-26,Corn,Batangas,Batangas,37.88,76,2878.88,COD,3,Approved,0,0
46396,2025-06-23,Garlic,Agusan del Sur,Iloilo,128.65,82,10549.3,COD,3,Cancelled,0,0
46397,2025-04-02,Cabbage,Baguio,Zamboanga,46.2,45,2079.0,COD,14,Approved,1,0
46398,2025-12-07,Tomato,Iloilo,Dinagat Islands,72.73,74,5382.02,COD,12,Approved,0,0
46399,2026-01-13,Tomato,Davao,Butuan,77.45,60,4647.0,Bank Transfer,2,Approved,0,0
46400,2026-01-19,Banana,Manila,Davao,54.18,89,4822.02,COD,11,Approved,0,0
46401,2026-03-30,Tomato,Baguio,Agusan del Norte,85.09,64,5445.76,COD,2,Approved,0,0
46402,2025-07-11,Onion,Iloilo,Cebu,140.74,77,10836.98,COD,1,Cancelled,0,0
46403,2025-11-05,Cabbage,Dinagat Islands,Pampanga,71.75,48,3444.0,Online,13,Approved,0,0
46404,2025-01-06,Tomato,Agusan del Norte,Butuan,86.73,21,1821.33,Bank Transfer,11,Approved,0,0
46405,2025-09-21,Banana,Dinagat Islands,General Santos,54.54,56,3054.24,Online,2,Approved,0,0
46406,2025-04-14,Carrot,Butuan,Dinagat Islands,72.34,46,3327.64,COD,7,Approved,0,0
46407,2025-06-30,Cabbage,Agusan del Norte,Agusan del Sur,72.36,51,3690.36,COD,3,Rejected,0,0
46408,2025-11-14,Mango,Surigao del Norte,Cagayan de Oro,186.33,50,9316.5,COD,2,Approved,0,0
46409,2025-02-04,Onion,Agusan del Norte,Manila,155.13,77,11945.01,COD,10,Cancelled,0,0
46410,2025-08-21,Banana,Iloilo,Iloilo,64.02,72,4609.44,Online,2,Approved,0,0
46411,2025-09-05,Tomato,Agusan del Norte,Baguio,81.91,30,2457.3,Online,6,Approved,0,0
46412,2026-02-03,Garlic,Batangas,Davao,138.98,50,6949.0,COD,5,Approved,0,0
46413,2025-07-30,Mango,Batangas,Davao,188.66,31,5848.46,COD,3,Approved,0,0
46414,2026-04-25,Carrot,Agusan del Norte,Surigao del Norte,83.61,41,3428.01,COD,1,Approved,0,0
46415,2026-04-04,Tomato,Surigao del Norte,General Santos,87.54,96,8403.84,COD,9,Rejected,0,0
46416,2025-07-30,Onion,Batangas,Dinagat Islands,142.05,78,11079.9,Online,5,Rejected,0,0
46417,2025-08-06,Corn,Surigao del Norte,Surigao del Sur,38.57,45,1735.65,COD,12,Approved,1,0
46418,2025-11-30,Cabbage,Cebu,Cagayan de Oro,71.72,78,5594.16,COD,2,Approved,0,0
46419,2025-06-13,Onion,Iloilo,Manila,151.79,57,8652.03,COD,3,Approved,0,0
46420,2025-09-27,Tomato,Butuan,Manila,75.53,20,1510.6,COD,10,Approved,0,0
46421,2025-10-28,Corn,General Santos,Cebu,42.71,32,1366.72,Online,10,Approved,1,0
46422,2025-07-06,Carrot,Davao,Cagayan de Oro,78.49,13,1020.37,COD,6,Rejected,0,0
46423,2026-04-30,Mango,Agusan del Sur,Cebu,99.77,180,17958.6,COD,7,Approved,0,0
46424,2025-05-17,Rice,Butuan,Surigao del Norte,50.0,29,1450.0,COD,4,Rejected,0,0
46425,2026-03-29,Garlic,Cagayan de Oro,Zamboanga,119.09,65,7740.85,COD,14,Approved,1,1
46426,2025-05-25,Mango,Batangas,Pampanga,100.03,151,15104.53,Online,1,Approved,0,0
46427,2026-02-05,Mango,Zamboanga,Pampanga,162.23,20,3244.6,Bank Transfer,1,Approved,0,0
46428,2025-12-25,Tomato,Surigao del Norte,Agusan del Norte,74.81,48,3590.88,Online,2,Approved,0,0
